instant,dteday,season,yr,holiday,weekday,workingday,weathersit,casual,registered,cnt,time
10792,2012-03-30,summer,2012,not holiday,5,weekend,good,68,492,560,Evening
10793,2012-03-30,summer,2012,not holiday,5,weekend,good,42,353,395,Evening
10794,2012-03-30,summer,2012,not holiday,5,weekend,good,17,192,209,Evening
10795,2012-03-30,summer,2012,not holiday,5,weekend,good,30,190,220,night
10796,2012-03-30,summer,2012,not holiday,5,weekend,good,23,130,153,night
10797,2012-03-30,summer,2012,not holiday,5,weekend,good,16,107,123,night
10798,2012-03-31,summer,2012,not holiday,6,weekday,good,12,80,92,night
10799,2012-03-31,summer,2012,not holiday,6,weekday,moderate,17,65,82,night
10800,2012-03-31,summer,2012,not holiday,6,weekday,moderate,14,55,69,night
10801,2012-03-31,summer,2012,not holiday,6,weekday,good,10,21,31,night
10802,2012-03-31,summer,2012,not holiday,6,weekday,good,4,4,8,night
10803,2012-03-31,summer,2012,not holiday,6,weekday,good,0,5,5,Morning
10804,2012-03-31,summer,2012,not holiday,6,weekday,moderate,7,16,23,Morning
10805,2012-03-31,summer,2012,not holiday,6,weekday,moderate,5,39,44,Morning
10806,2012-03-31,summer,2012,not holiday,6,weekday,moderate,19,126,145,Morning
10807,2012-03-31,summer,2012,not holiday,6,weekday,moderate,62,161,223,Morning
10808,2012-03-31,summer,2012,not holiday,6,weekday,moderate,108,205,313,Morning
10809,2012-03-31,summer,2012,not holiday,6,weekday,good,184,279,463,Morning
10810,2012-03-31,summer,2012,not holiday,6,weekday,good,263,358,621,Afternoon
10811,2012-03-31,summer,2012,not holiday,6,weekday,good,265,373,638,Afternoon
10812,2012-03-31,summer,2012,not holiday,6,weekday,moderate,240,311,551,Afternoon
10813,2012-03-31,summer,2012,not holiday,6,weekday,moderate,275,330,605,Afternoon
10814,2012-03-31,summer,2012,not holiday,6,weekday,moderate,243,292,535,Afternoon
10815,2012-03-31,summer,2012,not holiday,6,weekday,good,238,305,543,Evening
10816,2012-03-31,summer,2012,not holiday,6,weekday,moderate,102,239,341,Evening
10817,2012-03-31,summer,2012,not holiday,6,weekday,good,93,191,284,Evening
10818,2012-03-31,summer,2012,not holiday,6,weekday,moderate,52,156,208,Evening
10819,2012-03-31,summer,2012,not holiday,6,weekday,moderate,36,107,143,night
10820,2012-03-31,summer,2012,not holiday,6,weekday,moderate,40,116,156,night
10821,2012-03-31,summer,2012,not holiday,6,weekday,moderate,12,100,112,night
10822,2012-04-01,summer,2012,not holiday,0,weekday,moderate,8,59,67,night
10823,2012-04-01,summer,2012,not holiday,0,weekday,moderate,13,49,62,night
10824,2012-04-01,summer,2012,not holiday,0,weekday,moderate,20,61,81,night
10825,2012-04-01,summer,2012,not holiday,0,weekday,moderate,4,21,25,night
10826,2012-04-01,summer,2012,not holiday,0,weekday,moderate,3,9,12,night
10827,2012-04-01,summer,2012,not holiday,0,weekday,moderate,8,10,18,Morning
10828,2012-04-01,summer,2012,not holiday,0,weekday,moderate,9,88,97,Morning
10829,2012-04-01,summer,2012,not holiday,0,weekday,moderate,29,55,84,Morning
10830,2012-04-01,summer,2012,not holiday,0,weekday,moderate,37,88,125,Morning
10831,2012-04-01,summer,2012,not holiday,0,weekday,moderate,102,173,275,Morning
10832,2012-04-01,summer,2012,not holiday,0,weekday,moderate,132,228,360,Morning
10833,2012-04-01,summer,2012,not holiday,0,weekday,moderate,180,271,451,Morning
10834,2012-04-01,summer,2012,not holiday,0,weekday,moderate,187,258,445,Afternoon
10835,2012-04-01,summer,2012,not holiday,0,weekday,moderate,190,274,464,Afternoon
10836,2012-04-01,summer,2012,not holiday,0,weekday,moderate,283,278,561,Afternoon
10837,2012-04-01,summer,2012,not holiday,0,weekday,good,295,278,573,Afternoon
10838,2012-04-01,summer,2012,not holiday,0,weekday,good,236,275,511,Afternoon
10839,2012-04-01,summer,2012,not holiday,0,weekday,good,232,323,555,Evening
10840,2012-04-01,summer,2012,not holiday,0,weekday,good,153,279,432,Evening
10841,2012-04-01,summer,2012,not holiday,0,weekday,good,110,236,346,Evening
10842,2012-04-01,summer,2012,not holiday,0,weekday,moderate,66,166,232,Evening
10843,2012-04-01,summer,2012,not holiday,0,weekday,moderate,33,101,134,night
10844,2012-04-01,summer,2012,not holiday,0,weekday,bad,7,61,68,night
10845,2012-04-01,summer,2012,not holiday,0,weekday,bad,10,53,63,night
10846,2012-04-02,summer,2012,not holiday,1,weekend,bad,6,11,17,night
10847,2012-04-02,summer,2012,not holiday,1,weekend,bad,0,5,5,night
10848,2012-04-02,summer,2012,not holiday,1,weekend,bad,2,3,5,night
10849,2012-04-02,summer,2012,not holiday,1,weekend,good,2,2,4,night
10850,2012-04-02,summer,2012,not holiday,1,weekend,good,2,22,24,Morning
10851,2012-04-02,summer,2012,not holiday,1,weekend,good,6,104,110,Morning
10852,2012-04-02,summer,2012,not holiday,1,weekend,good,12,294,306,Morning
10853,2012-04-02,summer,2012,not holiday,1,weekend,good,36,553,589,Morning
10854,2012-04-02,summer,2012,not holiday,1,weekend,good,52,265,317,Morning
10855,2012-04-02,summer,2012,not holiday,1,weekend,good,85,119,204,Morning
10856,2012-04-02,summer,2012,not holiday,1,weekend,good,81,128,209,Morning
10857,2012-04-02,summer,2012,not holiday,1,weekend,good,100,181,281,Afternoon
10858,2012-04-02,summer,2012,not holiday,1,weekend,good,97,184,281,Afternoon
10859,2012-04-02,summer,2012,not holiday,1,weekend,good,127,141,268,Afternoon
10860,2012-04-02,summer,2012,not holiday,1,weekend,good,132,192,324,Afternoon
10861,2012-04-02,summer,2012,not holiday,1,weekend,good,104,291,395,Afternoon
10862,2012-04-02,summer,2012,not holiday,1,weekend,good,128,601,729,Evening
10863,2012-04-02,summer,2012,not holiday,1,weekend,good,75,543,618,Evening
10864,2012-04-02,summer,2012,not holiday,1,weekend,good,66,428,494,Evening
10865,2012-04-02,summer,2012,not holiday,1,weekend,good,48,281,329,Evening
10866,2012-04-02,summer,2012,not holiday,1,weekend,good,24,214,238,night
10867,2012-04-02,summer,2012,not holiday,1,weekend,good,17,106,123,night
10868,2012-04-02,summer,2012,not holiday,1,weekend,good,6,60,66,night
10869,2012-04-03,summer,2012,not holiday,2,weekend,good,1,32,33,night
10870,2012-04-03,summer,2012,not holiday,2,weekend,good,0,11,11,night
10871,2012-04-03,summer,2012,not holiday,2,weekend,good,0,5,5,night
10872,2012-04-03,summer,2012,not holiday,2,weekend,good,0,3,3,night
10873,2012-04-03,summer,2012,not holiday,2,weekend,good,0,1,1,night
10874,2012-04-03,summer,2012,not holiday,2,weekend,good,2,25,27,Morning
10875,2012-04-03,summer,2012,not holiday,2,weekend,good,2,98,100,Morning
10876,2012-04-03,summer,2012,not holiday,2,weekend,good,14,327,341,Morning
10877,2012-04-03,summer,2012,not holiday,2,weekend,good,27,577,604,Morning
10878,2012-04-03,summer,2012,not holiday,2,weekend,good,54,354,408,Morning
10879,2012-04-03,summer,2012,not holiday,2,weekend,good,77,142,219,Morning
10880,2012-04-03,summer,2012,not holiday,2,weekend,good,91,167,258,Morning
10881,2012-04-03,summer,2012,not holiday,2,weekend,good,101,230,331,Afternoon
10882,2012-04-03,summer,2012,not holiday,2,weekend,good,120,225,345,Afternoon
10883,2012-04-03,summer,2012,not holiday,2,weekend,good,120,191,311,Afternoon
10884,2012-04-03,summer,2012,not holiday,2,weekend,good,109,207,316,Afternoon
10885,2012-04-03,summer,2012,not holiday,2,weekend,good,145,340,485,Afternoon
10886,2012-04-03,summer,2012,not holiday,2,weekend,good,123,634,757,Evening
10887,2012-04-03,summer,2012,not holiday,2,weekend,good,139,661,800,Evening
10888,2012-04-03,summer,2012,not holiday,2,weekend,good,98,460,558,Evening
10889,2012-04-03,summer,2012,not holiday,2,weekend,good,54,325,379,Evening
10890,2012-04-03,summer,2012,not holiday,2,weekend,good,33,210,243,night
10891,2012-04-03,summer,2012,not holiday,2,weekend,good,25,133,158,night
10892,2012-04-03,summer,2012,not holiday,2,weekend,good,13,66,79,night
10893,2012-04-04,summer,2012,not holiday,3,weekend,good,18,23,41,night
10894,2012-04-04,summer,2012,not holiday,3,weekend,good,0,11,11,night
10895,2012-04-04,summer,2012,not holiday,3,weekend,good,0,5,5,night
10896,2012-04-04,summer,2012,not holiday,3,weekend,good,0,3,3,night
10897,2012-04-04,summer,2012,not holiday,3,weekend,good,0,1,1,night
10898,2012-04-04,summer,2012,not holiday,3,weekend,good,0,27,27,Morning
10899,2012-04-04,summer,2012,not holiday,3,weekend,moderate,6,120,126,Morning
10900,2012-04-04,summer,2012,not holiday,3,weekend,moderate,12,354,366,Morning
10901,2012-04-04,summer,2012,not holiday,3,weekend,moderate,31,653,684,Morning
10902,2012-04-04,summer,2012,not holiday,3,weekend,moderate,47,316,363,Morning
10903,2012-04-04,summer,2012,not holiday,3,weekend,moderate,68,99,167,Morning
10904,2012-04-04,summer,2012,not holiday,3,weekend,moderate,61,152,213,Morning
10905,2012-04-04,summer,2012,not holiday,3,weekend,moderate,73,210,283,Afternoon
10906,2012-04-04,summer,2012,not holiday,3,weekend,moderate,70,181,251,Afternoon
10907,2012-04-04,summer,2012,not holiday,3,weekend,moderate,82,176,258,Afternoon
10908,2012-04-04,summer,2012,not holiday,3,weekend,moderate,86,182,268,Afternoon
10909,2012-04-04,summer,2012,not holiday,3,weekend,moderate,86,304,390,Afternoon
10910,2012-04-04,summer,2012,not holiday,3,weekend,good,99,645,744,Evening
10911,2012-04-04,summer,2012,not holiday,3,weekend,good,113,646,759,Evening
10912,2012-04-04,summer,2012,not holiday,3,weekend,good,75,419,494,Evening
10913,2012-04-04,summer,2012,not holiday,3,weekend,good,39,333,372,Evening
10914,2012-04-04,summer,2012,not holiday,3,weekend,good,43,255,298,night
10915,2012-04-04,summer,2012,not holiday,3,weekend,good,30,151,181,night
10916,2012-04-04,summer,2012,not holiday,3,weekend,good,19,112,131,night
10917,2012-04-05,summer,2012,not holiday,4,weekend,good,12,33,45,night
10918,2012-04-05,summer,2012,not holiday,4,weekend,good,4,9,13,night
10919,2012-04-05,summer,2012,not holiday,4,weekend,good,7,11,18,night
10920,2012-04-05,summer,2012,not holiday,4,weekend,good,0,5,5,night
10921,2012-04-05,summer,2012,not holiday,4,weekend,good,0,1,1,night
10922,2012-04-05,summer,2012,not holiday,4,weekend,good,1,28,29,Morning
10923,2012-04-05,summer,2012,not holiday,4,weekend,good,8,118,126,Morning
10924,2012-04-05,summer,2012,not holiday,4,weekend,good,15,339,354,Morning
10925,2012-04-05,summer,2012,not holiday,4,weekend,good,28,610,638,Morning
10926,2012-04-05,summer,2012,not holiday,4,weekend,good,61,290,351,Morning
10927,2012-04-05,summer,2012,not holiday,4,weekend,good,88,158,246,Morning
10928,2012-04-05,summer,2012,not holiday,4,weekend,moderate,109,159,268,Morning
10929,2012-04-05,summer,2012,not holiday,4,weekend,good,66,210,276,Afternoon
10930,2012-04-05,summer,2012,not holiday,4,weekend,good,89,202,291,Afternoon
10931,2012-04-05,summer,2012,not holiday,4,weekend,good,143,144,287,Afternoon
10932,2012-04-05,summer,2012,not holiday,4,weekend,good,98,171,269,Afternoon
10933,2012-04-05,summer,2012,not holiday,4,weekend,good,84,318,402,Afternoon
10934,2012-04-05,summer,2012,not holiday,4,weekend,good,145,677,822,Evening
10935,2012-04-05,summer,2012,not holiday,4,weekend,good,80,618,698,Evening
10936,2012-04-05,summer,2012,not holiday,4,weekend,good,64,423,487,Evening
10937,2012-04-05,summer,2012,not holiday,4,weekend,good,33,279,312,Evening
10938,2012-04-05,summer,2012,not holiday,4,weekend,good,25,209,234,night
10939,2012-04-05,summer,2012,not holiday,4,weekend,good,20,129,149,night
10940,2012-04-05,summer,2012,not holiday,4,weekend,good,12,124,136,night
10941,2012-04-06,summer,2012,not holiday,5,weekend,good,12,49,61,night
10942,2012-04-06,summer,2012,not holiday,5,weekend,good,10,28,38,night
10943,2012-04-06,summer,2012,not holiday,5,weekend,good,6,5,11,night
10944,2012-04-06,summer,2012,not holiday,5,weekend,good,3,5,8,night
10945,2012-04-06,summer,2012,not holiday,5,weekend,good,2,3,5,night
10946,2012-04-06,summer,2012,not holiday,5,weekend,good,0,23,23,Morning
10947,2012-04-06,summer,2012,not holiday,5,weekend,good,0,80,80,Morning
10948,2012-04-06,summer,2012,not holiday,5,weekend,good,15,231,246,Morning
10949,2012-04-06,summer,2012,not holiday,5,weekend,good,19,489,508,Morning
10950,2012-04-06,summer,2012,not holiday,5,weekend,good,58,318,376,Morning
10951,2012-04-06,summer,2012,not holiday,5,weekend,good,81,157,238,Morning
10952,2012-04-06,summer,2012,not holiday,5,weekend,good,112,179,291,Morning
10953,2012-04-06,summer,2012,not holiday,5,weekend,good,113,224,337,Afternoon
10954,2012-04-06,summer,2012,not holiday,5,weekend,good,173,238,411,Afternoon
10955,2012-04-06,summer,2012,not holiday,5,weekend,good,240,250,490,Afternoon
10956,2012-04-06,summer,2012,not holiday,5,weekend,good,218,319,537,Afternoon
10957,2012-04-06,summer,2012,not holiday,5,weekend,good,184,352,536,Afternoon
10958,2012-04-06,summer,2012,not holiday,5,weekend,good,172,483,655,Evening
10959,2012-04-06,summer,2012,not holiday,5,weekend,good,104,380,484,Evening
10960,2012-04-06,summer,2012,not holiday,5,weekend,good,115,297,412,Evening
10961,2012-04-06,summer,2012,not holiday,5,weekend,good,61,191,252,Evening
10962,2012-04-06,summer,2012,not holiday,5,weekend,good,54,136,190,night
10963,2012-04-06,summer,2012,not holiday,5,weekend,good,34,124,158,night
10964,2012-04-06,summer,2012,not holiday,5,weekend,good,21,92,113,night
10965,2012-04-07,summer,2012,not holiday,6,weekday,good,9,85,94,night
10966,2012-04-07,summer,2012,not holiday,6,weekday,good,9,60,69,night
10967,2012-04-07,summer,2012,not holiday,6,weekday,good,11,25,36,night
10968,2012-04-07,summer,2012,not holiday,6,weekday,good,7,21,28,night
10969,2012-04-07,summer,2012,not holiday,6,weekday,good,3,4,7,night
10970,2012-04-07,summer,2012,not holiday,6,weekday,good,0,2,2,Morning
10971,2012-04-07,summer,2012,not holiday,6,weekday,good,1,18,19,Morning
10972,2012-04-07,summer,2012,not holiday,6,weekday,good,14,40,54,Morning
10973,2012-04-07,summer,2012,not holiday,6,weekday,good,29,94,123,Morning
10974,2012-04-07,summer,2012,not holiday,6,weekday,good,103,173,276,Morning
10975,2012-04-07,summer,2012,not holiday,6,weekday,good,187,176,363,Morning
10976,2012-04-07,summer,2012,not holiday,6,weekday,good,251,244,495,Morning
10977,2012-04-07,summer,2012,not holiday,6,weekday,good,320,270,590,Afternoon
10978,2012-04-07,summer,2012,not holiday,6,weekday,good,355,288,643,Afternoon
10979,2012-04-07,summer,2012,not holiday,6,weekday,good,326,252,578,Afternoon
10980,2012-04-07,summer,2012,not holiday,6,weekday,good,321,305,626,Afternoon
10981,2012-04-07,summer,2012,not holiday,6,weekday,good,354,261,615,Afternoon
10982,2012-04-07,summer,2012,not holiday,6,weekday,good,299,268,567,Evening
10983,2012-04-07,summer,2012,not holiday,6,weekday,good,227,290,517,Evening
10984,2012-04-07,summer,2012,not holiday,6,weekday,good,170,243,413,Evening
10985,2012-04-07,summer,2012,not holiday,6,weekday,good,73,135,208,Evening
10986,2012-04-07,summer,2012,not holiday,6,weekday,good,75,159,234,night
10987,2012-04-07,summer,2012,not holiday,6,weekday,good,76,106,182,night
10988,2012-04-07,summer,2012,not holiday,6,weekday,good,32,86,118,night
10989,2012-04-08,summer,2012,not holiday,0,weekday,good,21,64,85,night
10990,2012-04-08,summer,2012,not holiday,0,weekday,good,14,50,64,night
10991,2012-04-08,summer,2012,not holiday,0,weekday,good,7,25,32,night
10992,2012-04-08,summer,2012,not holiday,0,weekday,good,8,18,26,night
10993,2012-04-08,summer,2012,not holiday,0,weekday,good,0,7,7,night
10994,2012-04-08,summer,2012,not holiday,0,weekday,good,4,8,12,Morning
10995,2012-04-08,summer,2012,not holiday,0,weekday,good,7,21,28,Morning
10996,2012-04-08,summer,2012,not holiday,0,weekday,good,12,25,37,Morning
10997,2012-04-08,summer,2012,not holiday,0,weekday,good,19,65,84,Morning
10998,2012-04-08,summer,2012,not holiday,0,weekday,good,71,108,179,Morning
10999,2012-04-08,summer,2012,not holiday,0,weekday,good,113,186,299,Morning
11000,2012-04-08,summer,2012,not holiday,0,weekday,good,195,209,404,Morning
11001,2012-04-08,summer,2012,not holiday,0,weekday,good,198,259,457,Afternoon
11002,2012-04-08,summer,2012,not holiday,0,weekday,good,229,254,483,Afternoon
11003,2012-04-08,summer,2012,not holiday,0,weekday,good,254,249,503,Afternoon
11004,2012-04-08,summer,2012,not holiday,0,weekday,good,260,226,486,Afternoon
11005,2012-04-08,summer,2012,not holiday,0,weekday,good,232,244,476,Afternoon
11006,2012-04-08,summer,2012,not holiday,0,weekday,good,185,226,411,Evening
11007,2012-04-08,summer,2012,not holiday,0,weekday,good,151,159,310,Evening
11008,2012-04-08,summer,2012,not holiday,0,weekday,good,89,187,276,Evening
11009,2012-04-08,summer,2012,not holiday,0,weekday,good,65,146,211,Evening
11010,2012-04-08,summer,2012,not holiday,0,weekday,good,53,77,130,night
11011,2012-04-08,summer,2012,not holiday,0,weekday,good,33,85,118,night
11012,2012-04-08,summer,2012,not holiday,0,weekday,good,10,41,51,night
11013,2012-04-09,summer,2012,not holiday,1,weekend,good,8,29,37,night
11014,2012-04-09,summer,2012,not holiday,1,weekend,good,4,12,16,night
11015,2012-04-09,summer,2012,not holiday,1,weekend,good,2,4,6,night
11016,2012-04-09,summer,2012,not holiday,1,weekend,good,0,3,3,night
11017,2012-04-09,summer,2012,not holiday,1,weekend,good,2,3,5,night
11018,2012-04-09,summer,2012,not holiday,1,weekend,good,2,30,32,Morning
11019,2012-04-09,summer,2012,not holiday,1,weekend,good,3,108,111,Morning
11020,2012-04-09,summer,2012,not holiday,1,weekend,good,11,320,331,Morning
11021,2012-04-09,summer,2012,not holiday,1,weekend,good,22,595,617,Morning
11022,2012-04-09,summer,2012,not holiday,1,weekend,good,50,236,286,Morning
11023,2012-04-09,summer,2012,not holiday,1,weekend,good,65,113,178,Morning
11024,2012-04-09,summer,2012,not holiday,1,weekend,good,96,127,223,Morning
11025,2012-04-09,summer,2012,not holiday,1,weekend,good,94,186,280,Afternoon
11026,2012-04-09,summer,2012,not holiday,1,weekend,good,108,173,281,Afternoon
11027,2012-04-09,summer,2012,not holiday,1,weekend,good,66,152,218,Afternoon
11028,2012-04-09,summer,2012,not holiday,1,weekend,good,82,173,255,Afternoon
11029,2012-04-09,summer,2012,not holiday,1,weekend,good,81,310,391,Afternoon
11030,2012-04-09,summer,2012,not holiday,1,weekend,good,67,565,632,Evening
11031,2012-04-09,summer,2012,not holiday,1,weekend,good,60,586,646,Evening
11032,2012-04-09,summer,2012,not holiday,1,weekend,good,35,386,421,Evening
11033,2012-04-09,summer,2012,not holiday,1,weekend,good,21,255,276,Evening
11034,2012-04-09,summer,2012,not holiday,1,weekend,bad,14,151,165,night
11035,2012-04-09,summer,2012,not holiday,1,weekend,moderate,6,102,108,night
11036,2012-04-09,summer,2012,not holiday,1,weekend,good,6,61,67,night
11037,2012-04-10,summer,2012,not holiday,2,weekend,moderate,3,23,26,night
11038,2012-04-10,summer,2012,not holiday,2,weekend,good,0,9,9,night
11039,2012-04-10,summer,2012,not holiday,2,weekend,good,0,2,2,night
11040,2012-04-10,summer,2012,not holiday,2,weekend,good,0,2,2,night
11041,2012-04-10,summer,2012,not holiday,2,weekend,good,0,2,2,night
11042,2012-04-10,summer,2012,not holiday,2,weekend,good,0,24,24,Morning
11043,2012-04-10,summer,2012,not holiday,2,weekend,good,3,100,103,Morning
11044,2012-04-10,summer,2012,not holiday,2,weekend,good,16,368,384,Morning
11045,2012-04-10,summer,2012,not holiday,2,weekend,good,22,670,692,Morning
11046,2012-04-10,summer,2012,not holiday,2,weekend,good,16,303,319,Morning
11047,2012-04-10,summer,2012,not holiday,2,weekend,good,49,132,181,Morning
11048,2012-04-10,summer,2012,not holiday,2,weekend,good,78,161,239,Morning
11049,2012-04-10,summer,2012,not holiday,2,weekend,good,75,184,259,Afternoon
11050,2012-04-10,summer,2012,not holiday,2,weekend,good,81,202,283,Afternoon
11051,2012-04-10,summer,2012,not holiday,2,weekend,good,75,149,224,Afternoon
11052,2012-04-10,summer,2012,not holiday,2,weekend,good,46,157,203,Afternoon
11053,2012-04-10,summer,2012,not holiday,2,weekend,good,66,296,362,Afternoon
11054,2012-04-10,summer,2012,not holiday,2,weekend,good,88,656,744,Evening
11055,2012-04-10,summer,2012,not holiday,2,weekend,good,78,626,704,Evening
11056,2012-04-10,summer,2012,not holiday,2,weekend,good,51,428,479,Evening
11057,2012-04-10,summer,2012,not holiday,2,weekend,good,34,248,282,Evening
11058,2012-04-10,summer,2012,not holiday,2,weekend,good,15,191,206,night
11059,2012-04-10,summer,2012,not holiday,2,weekend,good,9,118,127,night
11060,2012-04-10,summer,2012,not holiday,2,weekend,good,14,48,62,night
11061,2012-04-11,summer,2012,not holiday,3,weekend,good,8,22,30,night
11062,2012-04-11,summer,2012,not holiday,3,weekend,good,3,9,12,night
11063,2012-04-11,summer,2012,not holiday,3,weekend,good,0,2,2,night
11064,2012-04-11,summer,2012,not holiday,3,weekend,good,0,2,2,night
11065,2012-04-11,summer,2012,not holiday,3,weekend,good,1,26,27,Morning
11066,2012-04-11,summer,2012,not holiday,3,weekend,good,3,103,106,Morning
11067,2012-04-11,summer,2012,not holiday,3,weekend,good,18,303,321,Morning
11068,2012-04-11,summer,2012,not holiday,3,weekend,good,14,581,595,Morning
11069,2012-04-11,summer,2012,not holiday,3,weekend,moderate,20,282,302,Morning
11070,2012-04-11,summer,2012,not holiday,3,weekend,moderate,26,127,153,Morning
11071,2012-04-11,summer,2012,not holiday,3,weekend,moderate,38,142,180,Morning
11072,2012-04-11,summer,2012,not holiday,3,weekend,moderate,35,147,182,Afternoon
11073,2012-04-11,summer,2012,not holiday,3,weekend,moderate,16,147,163,Afternoon
11074,2012-04-11,summer,2012,not holiday,3,weekend,good,34,101,135,Afternoon
11075,2012-04-11,summer,2012,not holiday,3,weekend,bad,50,152,202,Afternoon
11076,2012-04-11,summer,2012,not holiday,3,weekend,good,51,256,307,Afternoon
11077,2012-04-11,summer,2012,not holiday,3,weekend,good,52,527,579,Evening
11078,2012-04-11,summer,2012,not holiday,3,weekend,bad,39,546,585,Evening
11079,2012-04-11,summer,2012,not holiday,3,weekend,good,28,356,384,Evening
11080,2012-04-11,summer,2012,not holiday,3,weekend,good,22,213,235,Evening
11081,2012-04-11,summer,2012,not holiday,3,weekend,good,11,154,165,night
11082,2012-04-11,summer,2012,not holiday,3,weekend,good,4,130,134,night
11083,2012-04-11,summer,2012,not holiday,3,weekend,good,9,52,61,night
11084,2012-04-12,summer,2012,not holiday,4,weekend,good,1,22,23,night
11085,2012-04-12,summer,2012,not holiday,4,weekend,good,2,7,9,night
11086,2012-04-12,summer,2012,not holiday,4,weekend,good,0,4,4,night
11087,2012-04-12,summer,2012,not holiday,4,weekend,good,2,3,5,night
11088,2012-04-12,summer,2012,not holiday,4,weekend,good,0,1,1,night
11089,2012-04-12,summer,2012,not holiday,4,weekend,good,0,21,21,Morning
11090,2012-04-12,summer,2012,not holiday,4,weekend,good,2,94,96,Morning
11091,2012-04-12,summer,2012,not holiday,4,weekend,good,12,294,306,Morning
11092,2012-04-12,summer,2012,not holiday,4,weekend,good,20,604,624,Morning
11093,2012-04-12,summer,2012,not holiday,4,weekend,good,16,271,287,Morning
11094,2012-04-12,summer,2012,not holiday,4,weekend,good,38,103,141,Morning
11095,2012-04-12,summer,2012,not holiday,4,weekend,good,50,174,224,Morning
11096,2012-04-12,summer,2012,not holiday,4,weekend,good,60,199,259,Afternoon
11097,2012-04-12,summer,2012,not holiday,4,weekend,good,55,148,203,Afternoon
11098,2012-04-12,summer,2012,not holiday,4,weekend,good,74,150,224,Afternoon
11099,2012-04-12,summer,2012,not holiday,4,weekend,good,42,169,211,Afternoon
11100,2012-04-12,summer,2012,not holiday,4,weekend,good,54,299,353,Afternoon
11101,2012-04-12,summer,2012,not holiday,4,weekend,good,60,596,656,Evening
11102,2012-04-12,summer,2012,not holiday,4,weekend,good,63,547,610,Evening
11103,2012-04-12,summer,2012,not holiday,4,weekend,good,50,383,433,Evening
11104,2012-04-12,summer,2012,not holiday,4,weekend,good,26,254,280,Evening
11105,2012-04-12,summer,2012,not holiday,4,weekend,good,13,174,187,night
11106,2012-04-12,summer,2012,not holiday,4,weekend,good,15,143,158,night
11107,2012-04-12,summer,2012,not holiday,4,weekend,good,8,86,94,night
11108,2012-04-13,summer,2012,not holiday,5,weekend,good,14,41,55,night
11109,2012-04-13,summer,2012,not holiday,5,weekend,good,2,28,30,night
11110,2012-04-13,summer,2012,not holiday,5,weekend,good,6,5,11,night
11111,2012-04-13,summer,2012,not holiday,5,weekend,good,3,8,11,night
11112,2012-04-13,summer,2012,not holiday,5,weekend,moderate,1,4,5,night
11113,2012-04-13,summer,2012,not holiday,5,weekend,moderate,2,19,21,Morning
11114,2012-04-13,summer,2012,not holiday,5,weekend,good,0,84,84,Morning
11115,2012-04-13,summer,2012,not holiday,5,weekend,good,13,283,296,Morning
11116,2012-04-13,summer,2012,not holiday,5,weekend,good,24,539,563,Morning
11117,2012-04-13,summer,2012,not holiday,5,weekend,good,36,294,330,Morning
11118,2012-04-13,summer,2012,not holiday,5,weekend,good,59,133,192,Morning
11119,2012-04-13,summer,2012,not holiday,5,weekend,good,75,158,233,Morning
11120,2012-04-13,summer,2012,not holiday,5,weekend,good,104,218,322,Afternoon
11121,2012-04-13,summer,2012,not holiday,5,weekend,good,112,246,358,Afternoon
11122,2012-04-13,summer,2012,not holiday,5,weekend,good,125,223,348,Afternoon
11123,2012-04-13,summer,2012,not holiday,5,weekend,good,115,237,352,Afternoon
11124,2012-04-13,summer,2012,not holiday,5,weekend,good,113,350,463,Afternoon
11125,2012-04-13,summer,2012,not holiday,5,weekend,good,117,621,738,Evening
11126,2012-04-13,summer,2012,not holiday,5,weekend,good,107,564,671,Evening
11127,2012-04-13,summer,2012,not holiday,5,weekend,good,75,352,427,Evening
11128,2012-04-13,summer,2012,not holiday,5,weekend,good,44,242,286,Evening
11129,2012-04-13,summer,2012,not holiday,5,weekend,good,36,153,189,night
11130,2012-04-13,summer,2012,not holiday,5,weekend,good,34,181,215,night
11131,2012-04-13,summer,2012,not holiday,5,weekend,good,35,163,198,night
11132,2012-04-14,summer,2012,not holiday,6,weekday,good,11,85,96,night
11133,2012-04-14,summer,2012,not holiday,6,weekday,good,10,60,70,night
11134,2012-04-14,summer,2012,not holiday,6,weekday,good,3,53,56,night
11135,2012-04-14,summer,2012,not holiday,6,weekday,good,6,26,32,night
11136,2012-04-14,summer,2012,not holiday,6,weekday,good,5,9,14,night
11137,2012-04-14,summer,2012,not holiday,6,weekday,good,2,5,7,Morning
11138,2012-04-14,summer,2012,not holiday,6,weekday,good,2,19,21,Morning
11139,2012-04-14,summer,2012,not holiday,6,weekday,good,8,56,64,Morning
11140,2012-04-14,summer,2012,not holiday,6,weekday,good,24,136,160,Morning
11141,2012-04-14,summer,2012,not holiday,6,weekday,good,59,206,265,Morning
11142,2012-04-14,summer,2012,not holiday,6,weekday,good,139,267,406,Morning
11143,2012-04-14,summer,2012,not holiday,6,weekday,good,207,357,564,Morning
11144,2012-04-14,summer,2012,not holiday,6,weekday,good,274,404,678,Afternoon
11145,2012-04-14,summer,2012,not holiday,6,weekday,good,308,370,678,Afternoon
11146,2012-04-14,summer,2012,not holiday,6,weekday,moderate,288,372,660,Afternoon
11147,2012-04-14,summer,2012,not holiday,6,weekday,moderate,311,347,658,Afternoon
11148,2012-04-14,summer,2012,not holiday,6,weekday,moderate,253,329,582,Afternoon
